State,FIPS,County,pop,landAreakm2,waterAreakm2,totalAreakm2,lat,long,States_full
IN,18125,Pike,12845,865.674,17.757,883.43,+38.397898°,–87.232532°,Indiana
IN,18127,Porter,164343,1083.011,268.395,1351.406,+41.509922°,–87.071308°,Indiana
IN,18129,Posey,25910,1060.7830000000001,25.264,1086.047,+38.027614°,–87.868653°,Indiana
IN,18131,Pulaski,13402,1123.146,2.292,1125.438,+41.045272°,–86.692538°,Indiana
IN,18133,Putnam,37963,1244.562,5.605,1250.167,+39.665545°,–86.853325°,Indiana
IN,18135,Randolph,26171,1171.656,2.420,1174.077,+40.164414°,–85.005004°,Indiana
IN,18137,Ripley,28818,1156.237,4.238,1160.474,+39.100230°,–85.260541°,Indiana
IN,18139,Rush,17392,1057.035,0.872,1057.9080000000001,+39.622312°,–85.466527°,Indiana
IN,18141,St. Joseph,266931,1185.827,9.156,1194.983,+41.617699°,–86.288159°,Indiana
IN,18143,Scott,24181,493.12699999999995,6.089,499.216,+38.679431°,–85.751898°,Indiana
IN,18145,Shelby,44436,1064.866,4.168,1069.0339999999999,+39.524135°,–85.792174°,Indiana
IN,18147,Spencer,20952,1027.563,12.127,1039.6889999999999,+38.009789°,–87.010645°,Indiana
IN,18149,Starke,23363,800.654,7.955,808.6089999999999,+41.283220°,–86.647570°,Indiana
IN,18151,Steuben,34185,800.1489999999999,35.034,835.183,+41.643437°,–85.002467°,Indiana
IN,18153,Sullivan,21475,1158.0919999999999,18.063,1176.155,+39.089225°,–87.415843°,Indiana
IN,18155,Switzerland,10613,571.436,7.267,578.7040000000001,+38.825846°,–85.029679°,Indiana
IN,18157,Tippecanoe,172780,1294.492,8.903,1303.394,+40.389260°,–86.893943°,Indiana
IN,18159,Tipton,15936,674.798,0.068,674.8660000000001,+40.310229°,–86.056207°,Indiana
IN,18161,Union,7516,417.56800000000004,10.239,427.80699999999996,+39.623111°,–84.925152°,Indiana
IN,18163,Vanderburgh,179703,604.698,7.393,612.091,+38.020070°,–87.586166°,Indiana
IN,18165,Vermillion,16212,665.312,7.905,673.217,+39.854045°,–87.462071°,Indiana
IN,18167,Vigo,107848,1044.575,18.487,1063.062,+39.429143°,–87.390375°,Indiana
IN,18169,Wabash,32888,1068.2,22.122,1090.322,+40.843717°,–85.795175°,Indiana
IN,18171,Warren,8508,944.5210000000001,4.466,948.987,+40.352658°,–87.375847°,Indiana
IN,18173,Warrick,59689,996.6669999999999,16.156,1012.823,+38.097764°,–87.272023°,Indiana
IN,18175,Washington,28262,1330.5420000000001,7.444,1337.987,+38.600613°,–86.104751°,Indiana
IN,18177,Wayne,68917,1040.503,6.737,1047.239,+39.863091°,–85.006735°,Indiana
IN,18179,Wells,27636,953.341,5.596,958.938,+40.735273°,–85.212974°,Indiana
IN,18181,White,24643,1308.267,9.206,1317.473,+40.750950°,–86.864293°,Indiana
IN,18183,Whitley,33292,869.1210000000001,6.073,875.194,+41.136426°,–85.501892°,Indiana
IA,19001,Adair,7682,1474.404,2.598,1477.0020000000002,+41.328528°,–94.478164°,Iowa
IA,19003,Adams,4029,1096.701,5.353,1102.0539999999999,+41.021656°,–94.696906°,Iowa
IA,19005,Allamakee,14330,1655.214,50.995,1706.21,+43.274964°,–91.382751°,Iowa
IA,19007,Appanoose,12887,1287.981,49.084,1337.065,+40.744683°,–92.870345°,Iowa
IA,19009,Audubon,6119,1147.264,1.152,1148.417,+41.679178°,–94.904312°,Iowa
IA,19011,Benton,26076,1855.1170000000002,5.761,1860.878,+42.092547°,–92.057630°,Iowa
IA,19013,Black Hawk,131090,1465.3339999999998,17.900,1483.234,+42.472888°,–92.306059°,Iowa
IA,19015,Boone,26306,1480.3570000000002,5.365,1485.7220000000002,+42.038601°,–93.939138°,Iowa
IA,19017,Bremer,24276,1127.88,10.172,1138.052,+42.780890°,–92.327586°,Iowa
IA,19019,Buchanan,20958,1478.935,5.428,1484.3629999999998,+42.470328°,–91.838666°,Iowa
IA,19021,Buena Vista,20260,1489.023,13.758,1502.781,+42.741522°,–95.141433°,Iowa
IA,19023,Butler,14867,1502.533,4.210,1506.743,+42.734708°,–92.780066°,Iowa
IA,19025,Calhoun,9670,1476.2089999999998,5.561,1481.77,+42.386170°,–94.643683°,Iowa
IA,19027,Carroll,20816,1474.835,2.145,1476.98,+42.039492°,–94.867647°,Iowa
IA,19029,Cass,13956,1461.451,1.759,1463.21,+41.333824°,–94.933302°,Iowa
IA,19031,Cedar,18499,1500.731,6.386,1507.1170000000002,+41.772355°,–91.132190°,Iowa
IA,19033,Cerro Gordo,44151,1471.9229999999998,17.627,1489.55,+43.075171°,–93.251266°,Iowa
IA,19035,Cherokee,12072,1494.18,0.423,1494.604,+42.742738°,–95.633262°,Iowa
IA,19037,Chickasaw,12439,1306.339,3.309,1309.6480000000001,+43.059741°,–92.317210°,Iowa
IA,19039,Clarke,9286,1116.7160000000001,1.525,1118.241,+41.029191°,–93.784096°,Iowa
IA,19041,Clay,16667,1469.139,13.867,1483.006,+43.079822°,–95.149726°,Iowa
IA,19043,Clayton,18129,2016.406,36.586,2052.992,+42.840998°,–91.323511°,Iowa
IA,19045,Clinton,49116,1799.8210000000001,39.524,1839.345,+41.898073°,–90.534243°,Iowa
IA,19047,Crawford,17096,1849.743,2.194,1851.9370000000001,+42.043119°,–95.389090°,Iowa
IA,19049,Dallas,66135,1524.0710000000001,8.421,1532.4920000000002,+41.685321°,–94.040707°,Iowa
IA,19051,Davis,8753,1300.662,6.904,1307.566,+40.748089°,–92.410345°,Iowa
IA,19053,Decatur,8457,1377.566,4.142,1381.7079999999999,+40.736379°,–93.784580°,Iowa
IA,19055,Delaware,17764,1496.381,3.082,1499.464,+42.473003°,–91.359443°,Iowa
IA,19057,Des Moines,40325,1077.755,35.294,1113.049,+40.915339°,–91.186925°,Iowa
IA,19059,Dickinson,16667,985.7639999999999,60.491,1046.255,+43.389611°,–95.196057°,Iowa
IA,19061,Dubuque,93653,1575.5020000000002,21.569,1597.0710000000001,+42.463481°,–90.878771°,Iowa
IA,19063,Emmet,10302,1025.333,17.196,1042.53,+43.377984°,–94.669370°,Iowa
IA,19065,Fayette,20880,1892.7910000000002,1.334,1894.125,+42.864450°,–91.839373°,Iowa
IA,19067,Floyd,16303,1296.631,1.943,1298.5739999999998,+43.052741°,–92.787367°,Iowa
IA,19069,Franklin,10680,1507.3010000000002,1.429,1508.73,+42.736549°,–93.271425°,Iowa
IA,19071,Fremont,7441,1323.8729999999998,14.214,1338.0870000000002,+40.743726°,–95.599516°,Iowa
IA,19073,Greene,9336,1475.1889999999999,4.250,1479.4389999999999,+42.042494°,–94.388703°,Iowa
IA,19075,Grundy,12453,1299.806,0.094,1299.9,+42.403323°,–92.790261°,Iowa
IA,19077,Guthrie,10954,1529.6989999999998,6.356,1536.055,+41.683573°,–94.501272°,Iowa
IA,19079,Hamilton,15673,1493.7779999999998,1.965,1495.743,+42.390768°,–93.709198°,Iowa
IA,19081,Hancock,11341,1478.895,5.266,1484.161,+43.075411°,–93.743697°,Iowa
IA,19083,Hardin,17534,1474.499,1.774,1476.273,+42.389955°,–93.241081°,Iowa
IA,19085,Harrison,14928,1804.828,12.418,1817.246,+41.688584°,–95.827149°,Iowa
IA,19087,Henry,20145,1124.904,5.780,1130.685,+40.985864°,–91.544270°,Iowa
IA,19089,Howard,9566,1225.7060000000001,0.928,1226.634,+43.365313°,–92.321908°,Iowa
IA,19091,Humboldt,9815,1124.9669999999999,3.406,1128.373,+42.782221°,–94.202775°,Iowa
IA,19093,Ida,7089,1117.6,1.406,1119.006,+42.391860°,–95.507421°,Iowa
IA,19095,Iowa,16355,1518.9160000000002,2.687,1521.6029999999998,+41.683918°,–92.059123°,Iowa
IA,19097,Jackson,19848,1647.3329999999999,35.142,1682.474,+42.164281°,–90.574597°,Iowa
IA,19099,Jasper,36842,1891.779,6.566,1898.345,+41.685686°,–93.052971°,Iowa
IA,19101,Jefferson,16843,1127.965,3.538,1131.503,+41.006880°,–91.967137°,Iowa
IA,19103,Johnson,130882,1590.356,23.595,1613.951,+41.668737°,–91.588812°,Iowa
IA,19105,Jones,20638,1490.851,3.583,1494.434,+42.125118°,–91.116914°,Iowa
IA,19107,Keokuk,10511,1500.067,1.929,1501.997,+41.331182°,–92.167721°,Iowa
IA,19109,Kossuth,15543,2519.333,4.155,2523.488,+43.212478°,–94.213983°,Iowa
IA,19111,Lee,35862,1340.366,55.294,1395.66,+40.647588°,–91.477157°,Iowa
IA,19113,Linn,211226,1856.711,19.749,1876.4589999999998,+42.077951°,–91.597674°,Iowa
IA,19115,Louisa,11387,1040.57,40.798,1081.368,+41.218211°,–91.256994°,Iowa
IA,19117,Lucas,8898,1115.232,9.853,1125.0839999999998,+41.033344°,–93.331467°,Iowa
IA,19119,Lyon,11581,1522.007,0.334,1522.342,+43.383580°,–96.207201°,Iowa
IA,19121,Madison,15679,1452.999,2.984,1455.983,+41.330622°,–94.015184°,Iowa
IA,19123,Mahaska,22381,1478.5279999999998,6.565,1485.092,+41.330797°,–92.636366°,Iowa
IA,19125,Marion,33309,1436.237,41.375,1477.612,+41.331455°,–93.093849°,Iowa
IA,19127,Marshall,40648,1482.771,1.803,1484.5739999999998,+42.041691°,–92.981452°,Iowa
IA,19129,Mills,15059,1132.9560000000001,8.307,1141.263,+41.033703°,–95.619101°,Iowa
IA,19131,Mitchell,10776,1215.049,1.118,1216.167,+43.348564°,–92.784466°,Iowa
IA,19133,Monona,9243,1797.638,12.592,1810.23,+42.049432°,–95.956566°,Iowa
IA,19135,Monroe,7970,1123.317,1.523,1124.84,+41.028847°,–92.869642°,Iowa
IA,19137,Montgomery,10740,1098.406,2.410,1100.816,+41.021735°,–95.157790°,Iowa
IA,19139,Muscatine,42745,1133.04,30.199,1163.239,+41.483776°,–91.118699°,Iowa
IA,19141,O'Brien,14398,1484.154,0.447,1484.602,+43.083746°,–95.625624°,Iowa
IA,19143,Osceola,6462,1032.587,1.835,1034.423,+43.378542°,–95.633788°,Iowa
IA,19145,Page,15932,1385.494,1.359,1386.854,+40.739090°,–95.144290°,Iowa
IA,19147,Palo Alto,9421,1460.349,14.480,1474.829,+43.075854°,–94.667297°,Iowa
IA,19149,Plymouth,24986,2234.882,2.177,2237.0589999999997,+42.737585°,–96.215864°,Iowa
IA,19151,Pocahontas,7310,1495.047,3.667,1498.714,+42.734033°,–94.678279°,Iowa
IA,19153,Polk,430640,1486.121,45.946,1532.067,+41.684281°,–93.569720°,Iowa
IA,19155,Pottawattamie,93158,2461.214,22.926,2484.14,+41.340184°,–95.544905°,Iowa
IA,19157,Poweshiek,18914,1514.9679999999998,2.939,1517.9070000000002,+41.684526°,–92.522882°,Iowa
IA,19159,Ringgold,5131,1386.934,8.722,1395.655,+40.735334°,–94.244251°,Iowa
IA,19161,Sac,10350,1489.273,8.597,1497.87,+42.387526°,–95.105224°,Iowa
IA,19163,Scott,165224,1186.444,26.216,1212.66,+41.641679°,–90.622290°,Iowa
IA,19165,Shelby,12167,1530.11,1.486,1531.5970000000002,+41.679014°,–95.308917°,Iowa
IA,19167,Sioux,33704,1989.97,1.707,1991.6770000000001,+43.082854°,–96.177929°,Iowa
IA,19169,Story,89542,1483.5929999999998,2.152,1485.745,+42.037538°,–93.466093°,Iowa
IA,19171,Tama,17767,1867.411,2.769,1870.181,+42.074848°,–92.529412°,Iowa
IA,19173,Taylor,6317,1377.619,7.134,1384.7520000000002,+40.737949°,–94.697108°,Iowa
IA,19175,Union,12534,1097.236,5.576,1102.812,+41.028550°,–94.245091°,Iowa
IA,19177,Van Buren,7570,1255.598,14.840,1270.438,+40.754117°,–91.952943°,Iowa
IA,19179,Wapello,35625,1118.443,10.846,1129.289,+41.031263°,–92.409482°,Iowa
IA,19181,Warren,46225,1475.845,9.125,1484.97,+41.336769°,–93.564366°,Iowa
IA,19183,Washington,21704,1473.276,5.400,1478.6760000000002,+41.329401°,–91.725052°,Iowa
IA,19185,Wayne,6403,1360.875,4.441,1365.316,+40.739983°,–93.332613°,Iowa
IA,19187,Webster,38013,1853.444,7.278,1860.721,+42.434397°,–94.179157°,Iowa
IA,19189,Winnebago,10866,1037.262,3.182,1040.444,+43.378124°,–93.743488°,Iowa
IA,19191,Winneshiek,21056,1786.75,0.699,1787.4489999999998,+43.292989°,–91.850788°,Iowa
IA,19193,Woodbury,102172,2260.63,12.793,2273.423,+42.393220°,–96.053296°,Iowa
IA,19195,Worth,7598,1036.315,4.709,1041.024,+43.373491°,–93.248533°,Iowa
IA,19197,Wright,13229,1503.287,4.704,1507.991,+42.733007°,–93.734735°,Iowa
KS,20001,Allen,13371,1295.779,13.007,1308.786,+37.884229°,–95.300945°,Kansas
KS,20003,Anderson,8102,1501.276,10.587,1511.8629999999998,+38.215114°,–95.292046°,Kansas
KS,20005,Atchison,16924,1116.73,6.858,1123.587,+39.532544°,–95.313398°,Kansas
KS,20007,Barber,4861,2937.236,5.420,2942.656,+37.222906°,–98.685052°,Kansas
KS,20009,Barton,27674,2319.075,13.557,2332.632,+38.481239°,–98.767837°,Kansas
KS,20011,Bourbon,15173,1645.862,9.378,1655.239,+37.856100°,–94.850928°,Kansas
KS,20013,Brown,9984,1478.5520000000001,3.196,1481.7479999999998,+39.825931°,–95.569905°,Kansas
KS,20015,Butler,65880,3703.329,43.160,3746.49,+37.773681°,–96.838762°,Kansas
KS,20017,Chase,2790,2002.217,12.088,2014.305,+38.298553°,–96.594064°,Kansas
KS,20019,Chautauqua,3669,1654.693,15.244,1669.9370000000001,+37.154259°,–96.245396°,Kansas
KS,20021,Cherokee,21603,1521.7939999999999,8.949,1530.7420000000002,+37.169392°,–94.845698°,Kansas
KS,20023,Cheyenne,2726,2641.4959999999996,2.738,2644.2340000000004,+39.789256°,–101.727302°,Kansas
KS,20025,Clark,2215,2524.286,6.605,2530.891,+37.233831°,–99.813869°,Kansas
KS,20027,Clay,8535,1671.3220000000001,26.674,1697.996,+39.344964°,–97.168853°,Kansas
KS,20029,Cloud,9533,1852.727,6.860,1859.586,+39.487329°,–97.641390°,Kansas
KS,20031,Coffey,8601,1623.7839999999999,70.311,1694.095,+38.236450°,–95.729137°,Kansas
KS,20033,Comanche,1891,2041.681,3.604,2045.286,+37.189071°,–99.254089°,Kansas
KS,20035,Cowley,36311,2915.68,17.291,2932.9709999999995,+37.234507°,–96.837247°,Kansas
KS,20037,Crawford,39134,1527.4620000000002,13.611,1541.0729999999999,+37.505628°,–94.853941°,Kansas
KS,20039,Decatur,2961,2314.199,1.632,2315.831,+39.783542°,–100.459708°,Kansas
KS,20041,Dickinson,19754,2193.907,12.635,2206.541,+38.867735°,–97.157943°,Kansas
KS,20043,Doniphan,7945,1018.915,12.615,1031.53,+39.788502°,–95.147225°,Kansas
KS,20045,Douglas,110826,1180.7,48.603,1229.303,+38.896573°,–95.290529°,Kansas
KS,20047,Edwards,3037,1610.6970000000001,0.209,1610.906,+37.883595°,–99.304746°,Kansas
KS,20049,Elk,2882,1668.638,16.061,1684.6989999999998,+37.456026°,–96.244642°,Kansas
KS,20051,Ellis,28452,2330.762,1.197,2331.96,+38.914596°,–99.317329°,Kansas
KS,20053,Ellsworth,6497,1854.035,19.270,1873.305,+38.700845°,–98.205355°,Kansas
KS,20055,Finney,36776,3372.08,1.826,3373.905,+38.049855°,–100.739929°,Kansas
KS,20057,Ford,33848,2844.508,2.097,2846.6059999999998,+37.688365°,–99.884734°,Kansas
KS,20059,Franklin,25992,1480.84,13.936,1494.776,+38.558019°,–95.278962°,Kansas
KS,20061,Geary,34362,996.1569999999999,51.455,1047.612,+39.002155°,–96.768038°,Kansas
KS,20063,Gove,2695,2775.599,0.245,2775.844,+38.917239°,–100.487360°,Kansas
KS,20065,Graham,2597,2327.161,0.599,2327.76,+39.349445°,–99.880952°,Kansas
KS,20067,Grant,7829,1488.725,0.892,1489.6170000000002,+37.547537°,–101.299362°,Kansas
KS,20069,Gray,6006,2250.356,1.113,2251.47,+37.744513°,–100.451716°,Kansas
KS,20071,Greeley,1247,2016.1770000000001,-,2016.1770000000001,+38.480408°,–101.805984°,Kansas
KS,20073,Greenwood,6689,2961.133,24.156,2985.288,+37.878659°,–96.242232°,Kansas
KS,20075,Hamilton,2690,2580.9429999999998,2.905,2583.847,+37.995244°,–101.793689°,Kansas
KS,20077,Harper,6034,2075.276,3.913,2079.19,+37.188184°,–98.066590°,Kansas
KS,20079,Harvey,34684,1397.957,2.508,1400.465,+38.050144°,–97.436707°,Kansas
KS,20081,Haskell,4256,1495.773,0.910,1496.683,+37.558550°,–100.876869°,Kansas
KS,20083,Hodgeman,1916,2227.369,0.826,2228.196,+38.087493°,–99.898407°,Kansas
KS,20085,Jackson,13462,1699.594,4.666,1704.261,+39.410989°,–95.794509°,Kansas
KS,20087,Jefferson,19126,1379.36,62.427,1441.787,+39.239644°,–95.375314°,Kansas
KS,20089,Jewell,3077,2356.322,11.860,2368.1820000000002,+39.777010°,–98.222584°,Kansas
KS,20091,Johnson,544179,1226.0339999999999,16.891,1242.925,+38.883907°,–94.822330°,Kansas
KS,20093,Kearny,3977,2254.697,1.134,2255.831,+37.994461°,–101.308136°,Kansas
KS,20095,Kingman,7858,2236.099,8.536,2244.636,+37.552951°,–98.144529°,Kansas
KS,20097,Kiowa,2553,1871.6270000000002,0.597,1872.224,+37.561231°,–99.286539°,Kansas
KS,20099,Labette,21607,1671.305,20.261,1691.567,+37.191468°,–95.297473°,Kansas
KS,20101,Lane,1750,1858.2,0.551,1858.751,+38.481286°,–100.466185°,Kansas
KS,20103,Leavenworth,76227,1198.7269999999999,15.906,1214.632,+39.189511°,–95.038977°,Kansas
KS,20105,Lincoln,3241,1863.227,2.748,1865.975,+39.047276°,–98.214265°,Kansas
KS,20107,Linn,9656,1538.605,31.951,1570.556,+38.216549°,–94.844932°,Kansas
KS,20109,Logan,2756,2779.042,0.275,2779.317,+38.913270°,–101.157407°,Kansas
KS,20111,Lyon,33690,2194.948,20.572,2215.52,+38.455498°,–96.161589°,Kansas
KS,20113,McPherson,29180,2326.52,6.030,2332.55,+38.395812°,–97.647489°,Kansas
KS,20115,Marion,12660,2445.701,24.449,2470.15,+38.359647°,–97.102771°,Kansas
KS,20117,Marshall,10117,2331.4629999999997,12.754,2344.217,+39.782709°,–96.521243°,Kansas
KS,20119,Meade,4575,2533.235,3.258,2536.493,+37.243886°,–100.360094°,Kansas
KS,20121,Miami,32787,1490.9560000000001,37.800,1528.755,+38.566772°,–94.832963°,Kansas
KS,20123,Mitchell,6373,1817.6329999999998,44.980,1862.6129999999998,+39.393026°,–98.207362°,Kansas
KS,20125,Montgomery,35471,1666.7279999999998,20.602,1687.33,+37.189537°,–95.742403°,Kansas
KS,20127,Morris,5923,1800.764,19.711,1820.475,+38.687696°,–96.644905°,Kansas
KS,20129,Morton,3233,1889.993,0.508,1890.501,+37.185250°,–101.809516°,Kansas
KS,20131,Nemaha,10178,1858.126,5.208,1863.3339999999998,+39.791043°,–96.005381°,Kansas
KS,20133,Neosho,16512,1480.106,16.374,1496.481,+37.564283°,–95.315683°,Kansas
KS,20135,Ness,3107,2783.591,0.667,2784.258,+38.480437°,–99.908745°,Kansas
KS,20137,Norton,5671,2274.357,8.195,2282.552,+39.783867°,–99.899235°,Kansas
KS,20139,Osage,16295,1827.2839999999999,37.107,1864.391,+38.649706°,–95.727275°,Kansas
KS,20141,Osborne,3858,2311.574,4.806,2316.38,+39.348649°,–98.767876°,Kansas
KS,20143,Ottawa,6091,1866.6889999999999,1.561,1868.251,+39.137963°,–97.654803°,Kansas
KS,20145,Pawnee,6973,1953.5320000000002,0.992,1954.524,+38.182873°,–99.232154°,Kansas
KS,20147,Phillips,5642,2294.41,22.493,2316.904,+39.784506°,–99.342150°,Kansas
KS,20149,Pottawatomie,21604,2178.236,54.103,2232.339,+39.382187°,–96.337113°,Kansas
KS,20151,Pratt,9656,1903.757,1.754,1905.511,+37.647594°,–98.740120°,Kansas
KS,20153,Rawlins,2519,2769.776,0.416,2770.191,+39.786198°,–101.076738°,Kansas
KS,20155,Reno,64511,3251.3320000000003,43.417,3294.75,+37.948185°,–98.078346°,Kansas
KS,20157,Republic,4980,1857.9820000000002,7.967,1865.9489999999998,+39.828910°,–97.650921°,Kansas
KS,20159,Rice,10083,1880.945,4.470,1885.415,+38.347178°,–98.201415°,Kansas
KS,20161,Riley,71115,1579.3,31.558,1610.859,+39.291211°,–96.727489°,Kansas
KS,20163,Rooks,5181,2306.47,11.962,2318.4320000000002,+39.346006°,–99.324492°,Kansas
KS,20165,Rush,3307,1858.9979999999998,0.545,1859.5420000000001,+38.523592°,–99.309183°,Kansas
KS,20167,Russell,6970,2295.403,34.127,2329.529,+38.916839°,–98.765638°,Kansas
KS,20169,Saline,55606,1865.374,2.810,1868.183,+38.786327°,–97.650153°,Kansas
KS,20171,Scott,4936,1858.43,0.306,1858.736,+38.481877°,–100.906360°,Kansas
KS,20173,Sedgwick,498365,2583.544,30.067,2613.611,+37.683807°,–97.459451°,Kansas
KS,20175,Seward,22952,1656.2910000000002,2.563,1658.8529999999998,+37.180585°,–100.854741°,Kansas
KS,20177,Shawnee,177934,1408.996,30.330,1439.326,+39.041805°,–95.755664°,Kansas
KS,20179,Sheridan,2556,2320.518,0.647,2321.166,+39.350543°,–100.441206°,Kansas
KS,20181,Sherman,6010,2735.199,0.548,2735.748,+39.351352°,–101.719859°,Kansas
KS,20183,Smith,3853,2319.243,3.884,2323.1279999999997,+39.784660°,–98.785430°,Kansas
KS,20185,Stafford,4437,2051.39,7.435,2058.825,+38.035630°,–98.719889°,Kansas
KS,20187,Stanton,2235,1762.086,0.180,1762.266,+37.565932°,–101.789383°,Kansas
KS,20189,Stevens,5724,1883.6789999999999,0.465,1884.144,+37.202356°,–101.315796°,Kansas
KS,20191,Sumner,24132,3061.212,7.806,3069.0190000000002,+37.236663°,–97.493349°,Kansas
KS,20193,Thomas,7900,2783.425,0.288,2783.7140000000004,+39.357706°,–101.083439°,Kansas
KS,20195,Trego,3001,2303.737,26.282,2330.019,+38.921302°,–99.865423°,Kansas
KS,20197,Wabaunsee,7053,2057.232,13.775,2071.007,+38.955154°,–96.201262°,Kansas
KS,20199,Wallace,1485,2366.348,0.141,2366.489,+38.926626°,–101.771103°,Kansas
KS,20201,Washington,5799,2317.406,10.140,2327.5460000000003,+39.776714°,–97.095611°,Kansas
KS,20203,Wichita,2234,1861.082,0.062,1861.144,+38.481922°,–101.347434°,Kansas
KS,20205,Wilson,9409,1477.3770000000002,12.057,1489.434,+37.558515°,–95.745175°,Kansas
KS,20207,Woodson,3309,1289.347,19.252,1308.599,+37.888484°,–95.757553°,Kansas
KS,20209,Wyandotte,157505,392.642,11.895,404.538,+39.115384°,–94.763087°,Kansas
KY,21001,Adair,18656,1049.677,18.432,1068.109,+37.105541°,–85.281401°,Kentucky
KY,21003,Allen,19956,891.83,19.493,911.323,+36.750770°,–86.192458°,Kentucky
KY,21005,Anderson,21421,522.742,6.315,529.057,+38.005396°,–84.986417°,Kentucky
KY,21007,Ballard,8249,638.844,70.009,708.8530000000001,+37.051120°,–89.009178°,Kentucky
KY,21009,Barren,42173,1262.725,32.267,1294.992,+36.963614°,–85.924990°,Kentucky
KY,21011,Bath,11591,722.068,13.500,735.568,+38.152249°,–83.737641°,Kentucky
KY,21013,Bell,28691,929.807,5.481,935.288,+36.722680°,–83.681046°,Kentucky
KY,21015,Boone,118811,638.067,26.172,664.2389999999999,+38.974595°,–84.731444°,Kentucky
KY,21017,Bourbon,19985,750.37,4.851,755.22,+38.202562°,–84.209860°,Kentucky
KY,21019,Boyd,49542,414.046,5.589,419.635,+38.360004°,–82.681406°,Kentucky
KY,21021,Boyle,28432,466.635,6.458,473.093,+37.618200°,–84.873016°,Kentucky
KY,21023,Bracken,8488,532.533,8.637,541.17,+38.678523°,–84.100355°,Kentucky
KY,21025,Breathitt,13878,1275.344,7.392,1282.737,+37.521178°,–83.322401°,Kentucky
KY,21027,Breckinridge,20059,1468.969,47.782,1516.751,+37.778109°,–86.432829°,Kentucky
KY,21029,Bullitt,74319,769.288,8.394,777.682,+37.969572°,–85.703036°,Kentucky
KY,21031,Butler,12690,1103.562,13.948,1117.511,+37.207013°,–86.682471°,Kentucky
KY,21033,Caldwell,12984,893.005,8.703,901.707,+37.148643°,–87.870510°,Kentucky
KY,21035,Calloway,37191,997.201,66.498,1063.6989999999998,+36.620978°,–88.274086°,Kentucky
KY,21037,Campbell,90336,391.88699999999994,21.010,412.897,+38.946981°,–84.379583°,Kentucky
KY,21039,Carlisle,5104,490.63199999999995,24.723,515.355,+36.857726°,–88.975757°,Kentucky
KY,21041,Carroll,10811,332.99300000000005,22.651,355.644,+38.668284°,–85.124083°,Kentucky
KY,21043,Carter,27720,1060.59,6.801,1067.391,+38.309555°,–83.048821°,Kentucky
KY,21045,Casey,15955,1150.55,3.901,1154.451,+37.321962°,–84.928220°,Kentucky
KY,21047,Christian,73955,1858.3239999999998,16.936,1875.261,+36.893388°,–87.493554°,Kentucky
KY,21049,Clark,35613,653.877,6.974,660.8510000000001,+37.970133°,–84.144974°,Kentucky
KY,21051,Clay,21730,1215.345,4.763,1220.108,+37.164466°,–83.710763°,Kentucky
KY,21053,Clinton,10272,510.86400000000003,21.164,532.028,+36.729124°,–85.153499°,Kentucky
KY,21055,Crittenden,9315,932.2710000000001,28.979,961.25,+37.358149°,–88.105010°,Kentucky
KY,21057,Cumberland,6856,790.4169999999999,14.830,805.247,+36.784227°,–85.393499°,Kentucky
KY,21059,Daviess,96656,1187.111,47.211,1234.322,+37.731671°,–87.087139°,Kentucky
KY,21061,Edmonson,12161,784.4639999999999,13.262,797.7260000000001,+37.227856°,–86.217778°,Kentucky
KY,21063,Elliott,7852,606.874,2.611,609.484,+38.116425°,–83.097541°,Kentucky
KY,21065,Estill,14672,655.4689999999999,6.558,662.0269999999999,+37.692460°,–83.963927°,Kentucky
KY,21067,Fayette,295803,734.6489999999999,4.923,739.571,+38.040157°,–84.458443°,Kentucky
KY,21069,Fleming,14348,902.72,7.185,909.905,+38.368431°,–83.706152°,Kentucky
KY,21071,Floyd,39451,1018.758,6.114,1024.872,+37.558283°,–82.740337°,Kentucky
KY,21073,Franklin,49285,538.061,11.037,549.099,+38.234919°,–84.868786°,Kentucky
KY,21075,Fulton,6813,532.252,65.047,597.299,+36.552620°,–89.187723°,Kentucky
KY,21077,Gallatin,8589,262.195,9.023,271.218,+38.760184°,–84.862114°,Kentucky
KY,21079,Garrard,16912,595.8969999999999,10.019,605.9159999999999,+37.630162°,–84.545856°,Kentucky
KY,21081,Grant,24662,668.125,7.255,675.38,+38.649210°,–84.625946°,Kentucky
KY,21083,Graves,37121,1429.007,13.067,1442.0739999999998,+36.723344°,–88.649897°,Kentucky
KY,21085,Grayson,25746,1286.442,37.122,1323.5629999999999,+37.458577°,–86.344011°,Kentucky
KY,21087,Green,11258,740.825,7.136,747.961,+37.269637°,–85.561403°,Kentucky
KY,21089,Greenup,36910,891.9830000000001,26.036,918.02,+38.563596°,–82.933833°,Kentucky
KY,21091,Hancock,8565,486.017,29.096,515.114,+37.843389°,–86.792773°,Kentucky
KY,21093,Hardin,105543,1614.2820000000002,17.763,1632.045,+37.695836°,–85.963183°,Kentucky
KY,21095,Harlan,29278,1206.488,6.016,1212.504,+36.859223°,–83.221497°,Kentucky
KY,21097,Harrison,18846,793.4789999999999,9.059,802.538,+38.443489°,–84.332796°,Kentucky
KY,21099,Hart,18199,1067.297,14.929,1082.2269999999999,+37.313856°,–85.881995°,Kentucky
KY,21101,Henderson,46250,1130.968,76.691,1207.6589999999999,+37.792542°,–87.572577°,Kentucky
KY,21103,Henry,15416,741.45,12.553,754.003,+38.451561°,–85.120079°,Kentucky
